id,name,identity,alignment,orientation,status,appearances,introduced,introduced_month,eyes,hair,gender
448384,Kuu,public,bad,straight,alive,1,1940,Sep.,,,male
449021,Lemo Douglas,public,bad,straight,dead,1,1940,Aug.,,bald,male
445774,Lester Deeks,public,bad,straight,dead,1,1940,Feb.,,black,male
441244,Lester Drake,public,bad,straight,dead,1,1940,Jun.,,black,male
439715,Lily Saunders,single,good,straight,alive,1,1940,Apr.,,blond,female
443014,Limpy Savoy,public,bad,straight,dead,1,1940,Nov.,,black,male
444073,Llhupa Sanders,secret,neutral,straight,dead,1,1940,Dec.,,brown,female
441709,London Jack,public,bad,straight,alive,1,1940,Aug.,,,male
448386,Louise Carson,public,good,straight,alive,1,1940,Sep.,,black,female
441455,Mad Doctor,secret,bad,straight,dead,1,1940,Jul.,,white,male
438838,Maizie,single,good,straight,alive,1,1940,Feb.,,brown,female
440964,Mara Rice,public,good,straight,alive,1,1940,May.,,black,female
752993,Markham Erickson,public,good,straight,alive,1,1940,Nov.,,white,male
449725,Martha Davis,public,good,straight,alive,1,1940,Aug.,,brown,female
449764,Mary Carmody,public,good,straight,alive,1,1940,Aug.,,brown,female
335262,Mary Edwards,,good,straight,alive,1,1940,Apr.,,blond,female
437249,Mister Carson,public,good,straight,dead,1,1940,Jan.,,white,male
437879,Mister Ritton,public,bad,straight,alive,1,1940,Jan.,,black,male
448865,Mugno,,bad,straight,alive,1,1940,Apr.,,,male
441625,Nara Gale,public,good,straight,alive,1,1940,Jul.,,brown,female
444978,Nick Bruno,public,bad,straight,alive,1,1940,Jan.,,black,male
449025,Olalla,public,good,straight,alive,1,1940,Aug.,,black,female
448470,Otto Murdo,public,bad,straight,alive,1,1940,Mar.,,bald,male
448375,Pere Kauraka,public,good,straight,alive,1,1940,Sep.,,,male
445031,Perrone,public,bad,straight,alive,1,1940,Jan.,,black,male
448671,Peter Vee,public,bad,straight,alive,1,1940,Apr.,,bald,male
448630,Phillip Blackwood,public,bad,straight,alive,1,1940,Mar.,,black,male
445706,Princess Tonka,public,good,straight,alive,1,1940,Feb.,,brown,female
448382,Rangoo,public,good,straight,alive,1,1940,Sep.,,,male
449723,Ratoga,,bad,straight,dead,1,1940,Aug.,,black,male
446004,Red Corker,public,bad,straight,dead,1,1940,Apr.,,red,male
440962,Red Skelton,single,bad,straight,dead,1,1940,May.,,black,male
448482,Regean Lexico,public,neutral,straight,alive,1,1940,Mar.,,,male
438847,Richard Gardner,public,good,straight,alive,1,1940,Feb.,,black,male
441648,Rita Grey,public,good,straight,alive,1,1940,Jul.,,black,female
440955,Roglo,public,bad,straight,alive,1,1940,May.,,black,male
445684,Roudo,public,bad,straight,dead,1,1940,Feb.,,bald,male
437919,Sacred One,secret,bad,straight,dead,1,1940,Jan.,,black,male
439705,Sam Marvin,public,bad,straight,alive,1,1940,Apr.,,black,male
449962,Samson (Strongman),public,bad,straight,alive,1,1940,Sep.,,bald,male
449396,Satokata Matsu,secret,bad,straight,dead,1,1940,Aug.,,black,male
446016,Sator,,good,straight,alive,1,1940,Apr.,,,
442812,Sheila Mason,public,good,straight,alive,1,1940,Nov.,,black,female
441457,Shep Mason,public,bad,straight,alive,1,1940,Jul.,,brown,male
443004,Simon Crane,public,good,straight,alive,1,1940,Nov.,,black,male
450059,Simon Sendach,public,bad,straight,dead,1,1940,Sep.,,bald,male
446366,Spike Green,single,bad,straight,alive,1,1940,May.,,brown,male
444968,Spot,,good,straight,alive,1,1940,Jan.,,white,male
442395,Stephen Morgan,secret,bad,straight,dead,1,1940,Oct.,,black,male
438088,Steve Hardy,single,neutral,straight,alive,1,1940,Jan.,,,male
448880,Theo Chevalier,secret,bad,straight,alive,1,1940,Jun.,,white,male
442807,Toro (Atlantean),public,neutral,straight,alive,1,1940,Nov.,,black,male
754132,Turgo,secret,bad,straight,dead,1,1940,Apr.,,brown,male
641963,Tuta,,good,straight,alive,1,1940,Jan.,,,female
449762,Ulan Bator,public,bad,straight,dead,1,1940,Aug.,,bald,male
439711,Voice (Drug Dealer),secret,bad,straight,alive,1,1940,Apr.,,black,male
448902,Willard Thomas,secret,bad,straight,alive,1,1940,Jun.,,white,male
448632,Wing Po,single,bad,straight,alive,1,1940,Mar.,,black,male
449721,Zeelmo,secret,bad,straight,dead,1,1940,Aug.,,bald,male
441633,Zoor,single,bad,straight,alive,1,1940,Jul.,red,bald,male
90942,Ak,single,good,straight,dead,1,1941,Mar.,one eye,,male
451556,Alec Wright,single,bad,straight,dead,1,1941,Mar.,,black,male
466873,Anthony Coswell,single,bad,straight,alive,1,1941,Dec.,,black,male
461624,Ape (Challenger Foe),secret,bad,straight,alive,1,1941,Dec.,,brown,male
246276,Armand Vitrioli,,bad,straight,alive,1,1941,May.,,,male
452985,Basil Drake,single,bad,straight,dead,1,1941,May.,,black,male
339953,Benson (WWII),single,bad,straight,dead,1,1941,Apr.,,blond,male
452525,BlackJack (Human Torch Foe),secret,bad,straight,dead,1,1941,Mar.,,black,male
454051,C.J. Miller,secret,bad,straight,dead,1,1941,Jul.,,white,male
708695,Cecilia Johnson,public,neutral,straight,alive,1,1941,Dec.,,blond,female
452987,Chandi,public,bad,straight,dead,1,1941,May.,,black,male
89966,Charles Manor,,,straight,alive,1,1941,Mar.,,,
246261,Charles McArthur,,bad,straight,dead,1,1941,Oct.,,,male
455002,Chips Brant,public,bad,straight,alive,1,1941,Sep.,,brown,male
466538,Colonel Rand,secret,bad,straight,dead,1,1941,Dec.,,white,male
90028,Commissioner Regan,,,straight,alive,1,1941,Mar.,,,
708689,Corbin,public,neutral,straight,alive,1,1941,Dec.,,brown,male
468112,Dacio,public,bad,straight,dead,1,1941,Dec.,,bald,male
708702,Daglio,public,bad,straight,alive,1,1941,Dec.,,black,male
458802,Daka,public,bad,straight,alive,1,1941,Oct.,,,male
454784,Dame Kackle,secret,bad,straight,alive,1,1941,Aug.,,white,female
708679,Danny Dougherty,public,neutral,straight,alive,1,1941,Jun.,,,male
453249,Doctor Grimm,public,bad,straight,dead,1,1941,Jun.,,bald,male
468107,Doctor Howard,secret,bad,straight,alive,1,1941,Dec.,black,,male
458819,Doctor Hyde,public,bad,straight,alive,1,1941,Oct.,,black,male
451449,Doctor Lorrof,public,bad,straight,dead,1,1941,Jan.,,black,male
453268,Doctor Smart,secret,bad,straight,alive,1,1941,Jun.,,black,male
461632,Doctor Weems,secret,bad,straight,dead,1,1941,Dec.,,black,male
466541,Don Reinman,secret,bad,straight,alive,1,1941,Dec.,,white,male
452176,Dram,public,bad,straight,dead,1,1941,Apr.,,grey,male
90023,Dum-Dum,,,straight,alive,1,1941,Mar.,,,
451925,Eileen Conroy,public,good,straight,alive,1,1941,Apr.,,brown,female
454791,Emil Frank,public,good,straight,dead,1,1941,Aug.,,white,male
18560,Enric Zagnar,,bad,straight,alive,1,1941,Nov.,,brown,male
454800,Ethan Allen,public,good,straight,alive,1,1941,Aug.,,,male
459467,Fritz Sternberg,secret,bad,straight,dead,1,1941,Nov.,,black,male
451655,Garvey Lang,public,bad,straight,dead,1,1941,Mar.,,brown,male
90991,Gholla,,,straight,dead,1,1941,Mar.,,,male
453256,Goro,secret,bad,straight,dead,1,1941,Jun.,,red,male
451467,Gos Carlton,secret,bad,straight,dead,1,1941,Feb.,,black,male
458817,Grosso,public,bad,straight,dead,1,1941,Oct.,black,black,male
90979,Gru,,,straight,dead,1,1941,Mar.,,,male
452906,Hag (Human Torch Foe),secret,bad,straight,dead,1,1941,May.,,black,female
453382,Hawk Rivers,public,bad,straight,alive,1,1941,Jun.,,bald,male
452730,Heinie Mayers,public,bad,straight,dead,1,1941,Apr.,,brown,male
249638,Henry Sanders,,bad,straight,alive,1,1941,Nov.,,,male
89818,Herr Kameleon,,,straight,alive,1,1941,Mar.,,,
459478,J.P. Evans,secret,bad,straight,alive,1,1941,Nov.,,,male
453263,John Crutherss,public,bad,straight,dead,1,1941,Jun.,,white,male
455004,John Scott,public,good,straight,dead,1,1941,Sep.,,white,male
460396,John Smithers,,bad,straight,dead,1,1941,Dec.,,white,male
451661,John Storm,public,good,straight,dead,1,1941,Mar.,,white,male
90997,Kag,,,straight,alive,1,1941,Mar.,,,male
456965,Kai-Mak,secret,bad,straight,dead,1,1941,Sep.,,,male
451477,Karl Schwab,single,bad,straight,dead,1,1941,Feb.,,bald,male
452702,Kelse Fenton,secret,bad,straight,alive,1,1941,Apr.,,blond,male
454233,Khor,secret,bad,straight,alive,1,1941,Aug.,,brown,male
459425,King (Human Torch Foe),secret,bad,straight,dead,1,1941,Nov.,,blond,male
460558,Kirk Hendrick,public,bad,straight,alive,1,1941,Dec.,,grey,male
454847,Kurt Mueller,secret,bad,straight,dead,1,1941,Sep.,brown,,male
708692,Lance Johnson,public,neutral,straight,alive,1,1941,Dec.,,brown,male
454853,Lens,secret,bad,straight,alive,1,1941,Sep.,,,male
466543,Leonard Schaefer,secret,bad,straight,alive,1,1941,Dec.,,black,male
458808,Lonu-Ne,public,bad,straight,alive,1,1941,Oct.,,black,male
455128,Lord Wotonby,public,bad,straight,dead,1,1941,Sep.,,brown,male
454962,Lucius Hall,secret,bad,straight,alive,1,1941,Sep.,,white,male
453138,Mad Gargoyle,secret,bad,straight,dead,1,1941,Jun.,,black,male
453283,Mad Violinist,secret,bad,straight,dead,1,1941,Jun.,,black,male
89963,Major Croy,,,straight,alive,1,1941,Mar.,,,
89824,Major Fields,,,straight,alive,1,1941,Mar.,,,
453101,Matzu,public,bad,straight,alive,1,1941,Jun.,,black,male
451685,McCool,public,bad,straight,alive,1,1941,Mar.,,black,male
455150,Menace (Hangor),secret,bad,straight,alive,1,1941,Sep.,,red,male
454827,Mike Zelby,public,bad,straight,dead,1,1941,Aug.,,black,male
89968,Mildred Manor,,,straight,alive,1,1941,Mar.,,,
466869,Mister Falton,secret,bad,straight,dead,1,1941,Dec.,,white,male
459396,Mister Feritt,secret,bad,straight,alive,1,1941,Nov.,,black,male
454845,Mister Howe,public,bad,straight,alive,1,1941,Sep.,,brown,male
451934,Mister Million,secret,good,straight,alive,1,1941,Apr.,,blond,male
456963,Mona Lake,,,straight,alive,1,1941,Sep.,,blond,female
451525,Mor the Mighty,secret,bad,straight,dead,1,1941,Mar.,,black,male
456955,N-4,secret,bad,straight,alive,1,1941,Sep.,,blond,female
460373,Nick Pinto,public,bad,straight,dead,1,1941,Dec.,,bald,male
455054,Nicolai Vardoff,secret,neutral,straight,dead,1,1941,Sep.,,white,male
89822,Number 5 (Captain America Comics),secret,,straight,alive,1,1941,Mar.,,,
454138,Pepo Laroc,public,bad,straight,alive,1,1941,Aug.,,black,male
90955,Phadion,public,good,straight,dead,1,1941,Mar.,,,male
459393,Pierre Dumort,public,bad,straight,alive,1,1941,Nov.,,black,male
90025,Piggy Perroni,public,bad,straight,alive,1,1941,Mar.,,brown,
454048,Prince Itor,public,bad,straight,dead,1,1941,Jul.,black,,male
451469,Prince Omei,public,bad,straight,dead,1,1941,Feb.,,,male
451446,Professor Donaire,public,bad,straight,dead,1,1941,Jan.,,white,male
456960,Professor Dorn,public,bad,straight,dead,1,1941,Sep.,,brown,male
90030,Prosecutor Nelson,,,straight,alive,1,1941,Mar.,,,
89814,Rathcone,secret,bad,straight,alive,1,1941,Mar.,black,brown,male
455364,Rathia,single,bad,straight,alive,1,1941,Sep.,,black,female
451443,Rhamu Rondi,public,bad,straight,alive,1,1941,Jan.,,black,male
90944,Rhaya,public,good,straight,dead,1,1941,Mar.,,brown,female
452826,Ricardo Amegos,public,bad,straight,dead,1,1941,Mar.,,black,male
468114,Robert Goom,public,bad,straight,alive,1,1941,Dec.,,black,male
451532,Robert Harrison,public,good,straight,alive,1,1941,Mar.,,blond,male
451590,Robert Roland,single,good,straight,alive,1,1941,Mar.,,black,male
752998,Rudolf Norsen,public,good,straight,alive,1,1941,Dec.,,black,male
451584,Running Elk,public,good,straight,alive,1,1941,Mar.,,black,male
459450,Saba Hamud,public,good,straight,dead,1,1941,Oct.,,bald,male
454786,Sally Kean,public,good,straight,alive,1,1941,Aug.,,blond,female
458848,Scar,secret,bad,straight,dead,1,1941,Oct.,,bald,male
452892,Scarface Rispoli,public,bad,straight,alive,1,1941,May.,,brown,male
451560,Scoops Winston,public,good,straight,alive,1,1941,Mar.,,white,male
459482,Silky Kirby,public,bad,straight,dead,1,1941,Nov.,,black,male
451528,Singa,public,bad,straight,dead,1,1941,Mar.,,black,male
89970,Slug (Henchman),,,straight,alive,1,1941,Mar.,,,
452888,Soothsayer,secret,bad,straight,alive,1,1941,May.,,white,male
454235,Sphinx Hechel,,bad,straight,dead,1,1941,Aug.,,black,male
458852,Strangler (Challenger Foe),secret,bad,straight,dead,1,1941,Oct.,,black,male
89817,Strangler,,,straight,alive,1,1941,Mar.,,,male
451592,Sub-Earth Man,secret,bad,straight,alive,1,1941,Mar.,,,male
238445,Super Slave,secret,good,straight,alive,1,1941,Mar.,,,male
452728,Tim Skelly,public,bad,straight,alive,1,1941,Apr.,,black,male
90021,Trigger Bates,,bad,straight,alive,1,1941,Mar.,,,male
468539,Ulbrecht Arzt,secret,bad,straight,dead,1,1941,Dec.,,brown,male
458594,Ulrich Kuster,secret,bad,straight,dead,1,1941,Oct.,brown,brown,male
451552,Vince Garone,public,bad,straight,dead,1,1941,Mar.,,black,male
459472,Walter Carstairs,public,bad,straight,alive,1,1941,Nov.,,brown,male
451761,Wax Man (Dobbs),secret,bad,straight,alive,1,1941,Apr.,,black,male
461619,Wilhelm von Sin,secret,bad,straight,dead,1,1941,Dec.,,black,male
460399,Zarpo,single,bad,straight,dead,1,1941,Dec.,,black,male
459480,Zombo,secret,bad,straight,dead,1,1941,Nov.,,black,male
477315,Admiral Nippo,public,bad,straight,alive,1,1942,Jun.,,black,male
472372,Admiral Nodope,public,bad,straight,dead,1,1942,May.,,black,male
471185,Agent X (WWII Japanese Spy),secret,bad,straight,alive,1,1942,Mar.,,black,male
478822,Ah Knee,single,bad,straight,dead,1,1942,Aug.,,black,male
483403,Albri Leiricgrie,secret,bad,straight,alive,1,1942,Dec.,,,male
469039,Anton Devere,secret,bad,straight,dead,1,1942,Mar.,,black,male
483799,Anton Harvey,secret,bad,straight,dead,1,1942,Dec.,,white,male
484648,B.R. Howard,secret,bad,straight,dead,1,1942,Dec.,,black,male
468722,Baby Dean,single,good,straight,alive,1,1942,Feb.,,black,female
483408,Balthar,secret,bad,straight,dead,1,1942,Dec.,,white,male
484165,Baron and Baroness Kidersky,single,bad,straight,alive,1,1942,Dec.,,black,
477561,Baron Girbel,secret,bad,straight,alive,1,1942,Jun.,,blond,male
472497,Baron Uhh,secret,bad,straight,alive,1,1942,May.,,brown,male
480135,Beast of Cactus Canyon,secret,bad,straight,dead,1,1942,Aug.,,brown,male
481457,Big Eyes,secret,bad,straight,alive,1,1942,Sep.,,black,male
481339,Big Sutton,public,bad,straight,alive,1,1942,Aug.,,brown,male
468345,Black Carlo,secret,bad,straight,alive,1,1942,Jan.,,black,male
469314,Booie Dawdly,secret,bad,straight,alive,1,1942,Mar.,,white,male
483805,Brander,secret,bad,straight,alive,1,1942,Dec.,,bald,male
477528,Budd Powers,public,good,straight,alive,1,1942,Jun.,,black,male
469304,Buka,public,bad,straight,dead,1,1942,Mar.,,black,male
476711,Bull in the China Shop,secret,bad,straight,alive,1,1942,Jun.,,,
481346,Bull Murdock,public,bad,straight,alive,1,1942,Aug.,,bald,male
335422,Butch (Tough Kid Squad),secret,good,straight,alive,1,1942,Mar.,,brown,male
477533,Butch Brogan,public,good,straight,alive,1,1942,Jun.,,black,male
484653,Caleb Crane,public,bad,straight,dead,1,1942,Dec.,,black,male
476698,Captain Cookie,secret,good,straight,alive,1,1942,Jun.,,,male
483437,Captain Cutter,secret,bad,straight,alive,1,1942,Dec.,,black,male
477320,Captain Nitsu,public,bad,straight,alive,1,1942,Jun.,,black,male
480237,Captain Nokuru,public,bad,straight,dead,1,1942,Aug.,,black,male
483803,Captain von Nuisance,public,bad,straight,alive,1,1942,Dec.,,white,male
474719,Captain von Spitz,public,bad,straight,alive,1,1942,Jun.,,blond,male
482818,Charles Chewatt,public,bad,straight,alive,1,1942,Nov.,,bald,male
466573,Charley Boswell,public,bad,straight,alive,1,1942,Jan.,,bald,male
468474,Clancy Mullaney,public,good,straight,alive,1,1942,Jan.,,brown,male
483434,Claude Nite,secret,bad,straight,alive,1,1942,Dec.,,black,male
478856,Clement Mott,public,bad,straight,dead,1,1942,Aug.,,black,male
484098,Colonel Schutter,public,bad,straight,dead,1,1942,Dec.,,bald,male
470672,Colonel Yama,public,bad,straight,dead,1,1942,Mar.,,black,male
482708,Colonel Zinzer,public,bad,straight,dead,1,1942,Oct.,,brown,male
483348,Commander Kornstalk,public,bad,straight,dead,1,1942,Nov.,,black,male
482379,Count Vicaro,secret,bad,straight,dead,1,1942,Sep.,,white,male
466569,Countess Mara,public,bad,straight,alive,1,1942,Jan.,,black,female
468472,Cupid Cueball,public,good,straight,alive,1,1942,Jan.,,bald,male
481335,Deena Drayson,public,good,straight,alive,1,1942,Aug.,,blond,female
336331,Derrick Dawes,public,good,straight,alive,1,1942,Mar.,,brown,male
477324,Doctor Foster (1940s),public,bad,straight,dead,1,1942,Jun.,,brown,male
482828,Doctor Jorlstead,secret,bad,straight,dead,1,1942,Nov.,,white,male
469439,Doctor Klutch,public,bad,straight,alive,1,1942,Mar.,,bald,male
476714,Doctor Mefis,public,bad,straight,alive,1,1942,Jun.,,brown,male
471060,Doctor Strasser,public,bad,straight,dead,1,1942,Apr.,,bald,male
484650,Doctor Suki,public,bad,straight,alive,1,1942,Dec.,,bald,male
474722,Doctor Togu,public,bad,straight,dead,1,1942,Jun.,,black,male
19643,Don Caldwell,secret,good,straight,alive,1,1942,Jun.,,,male
469451,Don Marshall,secret,bad,straight,dead,1,1942,Mar.,,blond,male
336335,Eagle (Tough Kid Squad),public,good,straight,alive,1,1942,Mar.,,red,male
474505,Ed Delaney,public,bad,straight,alive,1,1942,May.,,black,male
466653,Eddie Lorey,secret,bad,straight,alive,1,1942,Jan.,,black,male
478346,Egg-Head,,bad,straight,alive,1,1942,Jun.,,black,male
466726,Eric Karlin,public,bad,straight,dead,1,1942,Jan.,,brown,male
466647,Erich Von Wolff,public,bad,straight,alive,1,1942,Jan.,,black,male
482822,Fakir,secret,bad,straight,dead,1,1942,Nov.,,white,male
468725,Falkon,secret,bad,straight,dead,1,1942,Feb.,,black,male
470034,Felix Sak,public,bad,straight,dead,1,1942,Mar.,,brown,male
482376,Felix von Shlecht,public,bad,straight,alive,1,1942,Sep.,,white,male
476707,Fido (Nowhere),secret,good,straight,alive,1,1942,Jun.,,,
477551,Fish Face Friday,public,good,straight,alive,1,1942,Jun.,,black,male
476314,Frank Portl,public,bad,straight,alive,1,1942,Jun.,,brown,male
482521,Freeman Mosher,secret,bad,straight,alive,1,1942,Oct.,,black,male
474748,Fritz Krone,public,bad,straight,alive,1,1942,Jun.,,black,male
19668,Gary Gaunt,,good,straight,alive,1,1942,May.,,,male
468738,General Henchel,public,bad,straight,dead,1,1942,Feb.,,black,male
468602,George Brinner,public,bad,straight,alive,1,1942,Feb.,,black,male
708709,Gi-Gi Devin,secret,good,straight,alive,1,1942,Mar.,,blond,female
481573,Gojo,public,bad,straight,dead,1,1942,Sep.,,white,male
472421,Gondor,secret,bad,straight,alive,1,1942,May.,,brown,male
469070,Gonji,secret,bad,straight,dead,1,1942,Mar.,,black,male
466651,Gore,secret,bad,straight,dead,1,1942,Jan.,,black,male
482371,Great Astro,secret,bad,straight,alive,1,1942,Sep.,,black,male
468729,Guardian of the Spirit World,secret,neutral,straight,alive,1,1942,Feb.,,black,male
473828,Gustave Leech,public,bad,straight,dead,1,1942,May.,,bald,male
468802,Guy Stanford,public,bad,straight,dead,1,1942,Mar.,,brown,male
470670,Hans Grentoff,secret,bad,straight,alive,1,1942,Mar.,,blond,male
478741,Hans Knutte,secret,bad,straight,alive,1,1942,Aug.,,brown,male
470036,Heinrich Bungler,public,bad,straight,alive,1,1942,Mar.,,black,male
